ID,Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,PriceClubCoins,PriceStarPoints,PriceBling,PriceGems,DiscountPriceGems,PriceCoins,Rarity,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader,PackOfferAnimOverride,BattleIntroXOffset,BattleIntroZOffset,BattleIntroVFX,DisableCatalogRelease,CatalogPreRequirementSkin,CatalogNewDaysAdjustment,NotInCatalogTID
357,BarkeepUnicorn,BarkeepUnicorn,,ONCEUPON,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_UNICORN_KNIGHT_BARLEY_SKIN,TID_UNICORN_KNIGHT_BARLEY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,barley_unicornknight_tex.pvr,barley_unicornknight_tex.pvr,barley_unicornknight_tex.pvr,barley_unicornknight_tex.pvr,,,,,,,,,
358,SnakeOilWizard,SnakeOilWizard,,RANKED,,,,,,,,,,,5000,149,,,EPIC,TID_WIZARD_BYRON_SKIN,TID_WIZARD_BYRON_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,byron_wizard_tex.pvr,byron_wizard_tex.pvr,byron_wizard_tex.pvr,byron_wizard_tex.pvr,,,,,,,,,
359,ShotgunGirlPrincess,ShotgunGirlPrincess,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_PRINCESS_SHELLY_SKIN,TID_PRINCESS_SHELLY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,shelly_princess_tex.pvr,shelly_princess_tex.pvr,shelly_princess_tex.pvr,shelly_princess_tex.pvr,,,,,,,,,
360,LuchadorDragonChroma,LuchadorDragonChroma,,ONCEUPON,,10,,,,,,,,,5000,149,129,,EPIC,TID_EL_DRAGON_ROSADO_SKIN,TID_EL_DRAGON_ROSADO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,primo_dragon_chroma_01_tex.pvr,primo_dragon_chroma_01_tex.pvr,primo_dragon_chroma_01_tex.pvr,primo_dragon_chroma_01_tex.pvr,,,,,,,,,
361,MechaDudeDefault,MechaDudeDefault,,,,,,,,,MechaDudeBigDefault,MechaDudeReloadTowerDefault,,,,,,,,,,,,,meg_tex.pvr,meg_tex.pvr,meg_tex.pvr,meg_tex.pvr,,,,,,,,,
362,MechaDudeBigDefault,MechaDudeBigDefault,,,,,,,,,,,,,,,,,,,,,,,meg_mecha_tex.pvr,meg_mecha_tex.pvr,meg_mecha_tex.pvr,meg_mecha_tex.pvr,,,,,,,,,
363,BowDudeGold,BowDudeGold,,GOLD,,,,,,,BowDudeTotemDefault,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BO_SKIN,TID_TRUE_GOLD_BO_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,bo_gold_tex.pvr,bo_gold_tex.pvr,bo_gold_tex.pvr,bo_gold_tex.pvr,,,,,,,,,
364,BowDudeSilver,BowDudeSilver,,SILVER,,,,,,,BowDudeTotemDefault,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BO_SKIN,TID_TRUE_SILVER_BO_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,bo_siler_tex.pvr,bo_siler_tex.pvr,bo_siler_tex.pvr,bo_siler_tex.pvr,,,,,,,,,
365,BeeSniperGold,BeeSniperGold,,GOLD,,,,,,,BeeSniperSlowPotDefault,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BEA_SKIN,TID_TRUE_GOLD_BEA_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,bea_gold_tex.pvr,bea_gold_tex.pvr,bea_gold_tex.pvr,bea_gold_tex.pvr,,,,,,,,,
366,BeeSniperSilver,BeeSniperSilver,,SILVER,,,,,,,BeeSniperSlowPotDefault,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BEA_SKIN,TID_TRUE_SILVER_BEA_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,bea_silver_tex.pvr,bea_silver_tex.pvr,bea_silver_tex.pvr,bea_silver_tex.pvr,,,,,,,,,
367,BlowerSilver,BlowerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_GALE_SKIN,TID_TRUE_SILVER_GALE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,gale_silver_tex.pvr,gale_silver_tex.pvr,gale_silver_tex.pvr,gale_silver_tex.pvr,,,,,,,,,
368,BlowerGold,BlowerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_GALE_SKIN,TID_TRUE_GOLD_GALE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,gale_gold_tex.pvr,gale_gold_tex.pvr,gale_gold_tex.pvr,gale_gold_tex.pvr,,,,,,,,,
369,ControllerGold,ControllerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_NANI_SKIN,TID_TRUE_GOLD_NANI_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,nani_gold_tex.pvr,nani_gold_tex.pvr,nani_gold_tex.pvr,nani_gold_tex.pvr,,,,,,,,,
370,ControllerSilver,ControllerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_NANI_SKIN,TID_TRUE_SILVER_NANI_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,nani_silver_tex.pvr,nani_silver_tex.pvr,nani_silver_tex.pvr,nani_silver_tex.pvr,,,,,,,,,
371,SandstormGold,SandstormGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_SANDY_SKIN,TID_TRUE_GOLD_SANDY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,sandy_gold_tex.pvr,sandy_gold_tex.pvr,sandy_gold_tex.pvr,sandy_gold_tex.pvr,,,,,,,,,
372,SandstormSilver,SandstormSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_SANDY_SKIN,TID_TRUE_SILVER_SANDY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,sandy_silver_tex.pvr,sandy_silver_tex.pvr,sandy_silver_tex.pvr,sandy_silver_tex.pvr,,,,,,,,,
373,BeeSniperGoldAddonBee,BeeSniperGoldAddonBee,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,bea_gold_tex.pvr,bea_gold_tex.pvr,bea_gold_tex.pvr,bea_gold_tex.pvr,,,,,,,,,
374,BeeSniperSilverAddonBee,BeeSniperSilverAddonBee,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,bea_silver_tex.pvr,bea_silver_tex.pvr,bea_silver_tex.pvr,bea_silver_tex.pvr,,,,,,,,,
375,ControllerGoldAddon,ControllerGoldAddon,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,nani_gold_tex.pvr,nani_gold_tex.pvr,nani_gold_tex.pvr,nani_gold_tex.pvr,,,,,,,,,
376,ControllerSilverAddon,ControllerSilverAddon,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,nani_silver_tex.pvr,nani_silver_tex.pvr,nani_silver_tex.pvr,nani_silver_tex.pvr,,,,,,,,,
377,GunslingerHeist,GunslingerHeist,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_HANDSOME_COLT_SKIN,TID_HANDSOME_COLT_SKIN_SHOP,"MODEL,TEXTURE,ANIM",,,colt_heist_tex.pvr,colt_heist_tex.pvr,colt_heist_tex.pvr,colt_heist_tex.pvr,,,,,,,,,
378,UseMe5,BallDefault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,WallyPrince,WallyPrince,,ONCEUPON,,11,,,,,,,,,2750,79,69,,SUPER_RARE,TID_EMERALD_PRINCE_SPROUT_SKIN,TID_EMERALD_PRINCE_SPROUT_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,sprout_prince_tex.pvr,sprout_prince_tex.pvr,sprout_prince_tex.pvr,sprout_prince_tex.pvr,,,,,,,,,
380,StickyBombVeteran,StickyBombVeteran,,ACTION,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_VETERAN_SQUEAK_SKIN,TID_VETERAN_SQUEAK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,squeak_veteran_tex.pvr,squeak_veteran_tex.pvr,squeak_veteran_tex.pvr,squeak_veteran_tex.pvr,,,,,,,,,
381,KnightNinja,KnightNinja,,BRAWLPASS,,,7,7,,,KnightPetNinja,,,,5000,149,,,EPIC,TID_NINJA_ASH_SKIN,TID_NINJA_ASH_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,,,,,,,
382,SniperMoon,SniperMoon,,LUNAREVENT,,,,,,,,,,,5000,149,129,,EPIC,TID_LUNAR_PIPER_SKIN,TID_LUNAR_PIPER_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,piper_lunar_tex.pvr,piper_lunar_tex.pvr,piper_lunar_tex.pvr,piper_lunar_tex.pvr,,,,,,,,,
383,WallyPrinceChroma,WallyPrinceChroma,,ONCEUPON,,11,,,,,,,,,2750,79,69,,SUPER_RARE,TID_RUBY_PRINCE_SPROUT_SKIN,TID_RUBY_PRINCE_SPROUT_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,sprout_prince_chroma_01_tex.pvr,sprout_prince_chroma_01_tex.pvr,sprout_prince_chroma_01_tex.pvr,sprout_prince_chroma_01_tex.pvr,,,,,,,,,
384,KnightPetDefault,KnightPetDefault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,KnightPetNinja,KnightPetNinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,RopeDudeDirector,RopeDudeDirector,,RANKED,,,,,,,,,,,5000,149,,,EPIC,TID_DIRECTOR_BUZZ_SKIN,TID_DIRECTOR_BUZZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,buzz_director_tex.pvr,buzz_director_tex.pvr,buzz_director_tex.pvr,buzz_director_tex.pvr,,,,,,,,,
387,,,,BRAWLYWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,BlowerBusters,BlowerBusters,,BRAWLYWOOD,,,,,,,,,,,5000,149,129,,EPIC,TID_SQUEAKBUSTER_GALE_SKIN,TID_SQUEAKBUSTER_GALE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,,,,,,,
390,CrowSuper,CrowSuper,,BRAWLYWOOD,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_CAPTAIN_CROW_SKIN,TID_CAPTAIN_CROW_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,crow_superhero_tex.pvr,crow_superhero_tex.pvr,crow_superhero_tex.pvr,crow_superhero_tex.pvr,,,,,,,,,
391,PercenterGladiator,PercenterGladiator,,SC_MAKE,,,,,,,MechanicTurretTanuki,,,,5000,149,129,,EPIC,TID_GLADIATOR_COLETTE_SKIN,TID_GLADIATOR_COLETTE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",Francy and Beats,,colette_gladiator_tex.pvr,colette_gladiator_tex.pvr,colette_gladiator_tex.pvr,colette_gladiator_tex.pvr,,,,,,,,,
392,StickyBombPotato,StickyBombPotato,,CLUBLEAGUE,,,,,,,,,2500,,,,,,,TID_POTATO_SQUEAK_SKIN,TID_POTATO_SQUEAK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,squeak_potato_tex.pvr,squeak_potato_tex.pvr,squeak_potato_tex.pvr,squeak_potato_tex.pvr,,,,,,,,,
393,BullDudeTerminator,BullDudeTerminator,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_B800_BULL_SKIN,TID_B800_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bull_terminator_tex.pvr,bull_terminator_tex.pvr,bull_terminator_tex.pvr,bull_terminator_tex.pvr,,,,-350,,,,,
394,,,,BRAWLYWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,MechanicThief,MechanicThief,,WF_2021,,,4,4,,,MechanicTurretThief,,,,5000,149,,,EPIC,TID_CAT_BURGLAR_JESSIE_SKIN,TID_CAT_BURGLAR_JESSIE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,-700,,,,,,
396,MechanicTurretThief,MechanicTurretThief,,,,,,,,,,,,,,,,,,,,,,,jessie_thief_turret_tex.pvr,jessie_thief_turret_tex.pvr,jessie_thief_turret_tex.pvr,jessie_thief_turret_tex.pvr,,,,,,,,,
397,TrickshotDudeChicken,TrickshotDudeChicken,,CLUBLEAGUE,,,,,,,,,2500,,,,,,,TID_CHICKEN_RICO_SKIN,TID_CHICKEN_RICO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,rico_chicken_tex.pvr,rico_chicken_tex.pvr,rico_chicken_tex.pvr,rico_chicken_tex.pvr,,,,,,,,,
398,TntDudeToxic,TntDudeToxic,,CLUBLEAGUE,,,,,,,,,2500,,,,,,,TID_RANCID_MIKE_SKIN,TID_RANCID_MIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,dynamike_toxic_tex.pvr,dynamike_toxic_tex.pvr,dynamike_toxic_tex.pvr,dynamike_toxic_tex.pvr,,,,,,,,,
399,DuplicatorDefault,DuplicatorDefault,,,,,,,,,,,,,,,,,,,,,,,lolla_tex.pvr,lolla_tex.pvr,lolla_tex.pvr,lolla_tex.pvr,,,,,,,,,
400,RocketGirlSilver,RocketGirlSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BROCK_SKIN,TID_TRUE_SILVER_BROCK_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,brock_silver_tex.pvr,brock_silver_tex.pvr,brock_silver_tex.pvr,brock_silver_tex.pvr,,,,,,,,,
401,RocketGirlGold,RocketGirlGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BROCK_SKIN,TID_TRUE_GOLD_BROCK_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,brock_gold_tex.pvr,brock_gold_tex.pvr,brock_gold_tex.pvr,brock_gold_tex.pvr,,,,,,,,,
402,ArcadeSilver,ArcadeSilver,,SILVER,,,,,,,DamageBoosterSilver,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_8-BIT_SKIN,TID_TRUE_SILVER_8-BIT_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,8bit_silver_tex.pvr,8bit_silver_tex.pvr,8bit_silver_tex.pvr,8bit_silver_tex.pvr,,,,,,,,,
403,ArcadeGold,ArcadeGold,,GOLD,,,,,,,DamageBoosterGold,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_8-BIT_SKIN,TID_TRUE_GOLD_8-BIT_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,8bit_gold_tex.pvr,8bit_gold_tex.pvr,8bit_gold_tex.pvr,8bit_gold_tex.pvr,,,,,,,,,
404,SpeedySilver,SpeedySilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_MAX_SKIN,TID_TRUE_SILVER_MAX_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,max_silver_tex.pvr,max_silver_tex.pvr,max_silver_tex.pvr,max_silver_tex.pvr,,,,,,,,,
405,SpeedyGold,SpeedyGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_MAX_SKIN,TID_TRUE_GOLD_MAX_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,max_gold_tex.pvr,max_gold_tex.pvr,max_gold_tex.pvr,max_gold_tex.pvr,,,,,,,,,
406,DeadMariachiGold,DeadMariachiGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_POCO_SKIN,TID_TRUE_GOLD_POCO_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,poco_gold_tex.pvr,poco_gold_tex.pvr,poco_gold_tex.pvr,poco_gold_tex.pvr,,,,,,,,,
407,DeadMariachiSilver,DeadMariachiSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_POCO_SKIN,TID_TRUE_SILVER_POCO_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,poco_silver_tex.pvr,poco_silver_tex.pvr,poco_silver_tex.pvr,poco_silver_tex.pvr,,,,,,,,,
408,MechaDudeBigDefaultAddon,MechaDudeBigDefaultAddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,DamageBoosterRetropolis,DamageBoosterRetropolis,,,,,,,,,,,,,,,,,,,,,,,8bit_retropolis_tex.pvr,8bit_retropolis_tex.pvr,8bit_retropolis_tex.pvr,8bit_retropolis_tex.pvr,,,,,,,,,
411,MinigunDudeGold,MinigunDudeGold,,GOLD,,,,,,,HealstationGold,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_PAM_SKIN,TID_TRUE_GOLD_PAM_SKIN_SHOP,"MODEL,TEXTURE",,pam_gold_materials.scw,,,,,,,,,,,,,
412,MinigunDudeSilver,MinigunDudeSilver,,SILVER,,,,,,,HealstationSilver,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_PAM_SKIN,TID_TRUE_SILVER_PAM_SKIN_SHOP,"MODEL,TEXTURE",,pam_silver_materials.scw,,,,,,,,,,,,,
413,DamageBoosterGold,DamageBoosterGold,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,8bit_gold_tex.pvr,8bit_gold_tex.pvr,8bit_gold_tex.pvr,8bit_gold_tex.pvr,,,,,,,,,
414,DamageBoosterSilver,DamageBoosterSilver,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,8bit_silver_tex.pvr,8bit_silver_tex.pvr,8bit_silver_tex.pvr,8bit_silver_tex.pvr,,,,,,,,,
416,SpawnerDudeTurretDracula,SpawnerDudeTurretDracula,,,,,,,,,,,,,,,,,,,,,,,mrp_count_pengula_spawner_tex.pvr,mrp_count_pengula_spawner_tex.pvr,mrp_count_pengula_spawner_tex.pvr,mrp_count_pengula_spawner_tex.pvr,,,,,,,,,
417,SpawnerPetDracula,SpawnerPetDracula,,,,,,,,,,,,,,,,,,,,,,,mrp_count_pengula_spawner_tex.pvr,mrp_count_pengula_spawner_tex.pvr,mrp_count_pengula_spawner_tex.pvr,mrp_count_pengula_spawner_tex.pvr,,,,,,,,,
419,PowerLevelerKong,PowerLevelerKong,,BRAWLYWOOD,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_SURGE_KONG_SKIN,TID_SURGE KONG_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,surge_kong_tex.pvr,surge_kong_tex.pvr,surge_kong_tex.pvr,surge_kong_tex.pvr,,,,,,,,,
421,KickerDudeDefault,KickerDudeDefault,,,,,,,,,,,,,,,,,,,,,,,fang_tex.pvr,fang_tex.pvr,fang_tex.pvr,fang_tex.pvr,,,,,,,,,
422,BaseballGold,BaseballGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BIBI_SKIN,TID_TRUE_GOLD_BIBI_SKIN_SHOP,"MODEL,TEXTURE",,bibi_gold_materials.scw,bibi_gold_tex.pvr,bibi_gold_tex.pvr,bibi_gold_tex.pvr,bibi_gold_tex.pvr,,,,,,,,,
423,BaseballSilver,BaseballSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BIBI_SKIN,TID_TRUE_SILVER_BIBI_SKIN_SHOP,"MODEL,TEXTURE",,bibi_silver_materials.scw,bibi_silver_tex.pvr,bibi_silver_tex.pvr,bibi_silver_tex.pvr,bibi_silver_tex.pvr,,,,,,,,,
424,WhirlwindGold,WhirlwindGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_CARL_SKIN,TID_TRUE_GOLD_CARL_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,carl_gold_tex.pvr,carl_gold_tex.pvr,carl_gold_tex.pvr,carl_gold_tex.pvr,,,,,,,,,
425,WhirlwindSilver,WhirlwindSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_CARL_SKIN,TID_TRUE_SILVER_CARL_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,carl_silver_tex.pvr,carl_silver_tex.pvr,carl_silver_tex.pvr,carl_silver_tex.pvr,,,,,,,,,
426,FireDudeGold,FireDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_AMBER_SKIN,TID_TRUE_GOLD_AMBER_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,amber_gold_tex.pvr,amber_gold_tex.pvr,amber_gold_tex.pvr,amber_gold_tex.pvr,,,,,,,,,
427,FireDudeSilver,FireDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_AMBER_SKIN,TID_TRUE_SILVER_AMBER_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,amber_silver_tex.pvr,amber_silver_tex.pvr,amber_silver_tex.pvr,amber_silver_tex.pvr,,,,,,,,,
428,PercenterGold,PercenterGold,,GOLD,,,,,,,MechanicTurretTanuki,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_COLETTE_SKIN,TID_TRUE_GOLD_COLETTE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,colette_gold_tex.pvr,colette_gold_tex.pvr,colette_gold_tex.pvr,colette_gold_tex.pvr,,,,,,,,,
429,PercenterSilver,PercenterSilver,,SILVER,,,,,,,MechanicTurretTanuki,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_COLETTE_SKIN,TID_TRUE_SILVER_COLETTE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,colette_silver_tex.pvr,colette_silver_tex.pvr,colette_silver_tex.pvr,colette_silver_tex.pvr,,,,,,,,,
430,TntDudeGold,TntDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_DYNAMIKE_SKIN,TID_TRUE_GOLD_DYNAMIKE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,dynamike_gold_tex.pvr,dynamike_gold_tex.pvr,dynamike_gold_tex.pvr,dynamike_gold_tex.pvr,,,,,,,,,
431,TntDudeSilver,TntDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_DYNAMIKE_SKIN,TID_TRUE_SILVER_DYNAMIKE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,dynamike_silver_tex.pvr,dynamike_silver_tex.pvr,dynamike_silver_tex.pvr,dynamike_silver_tex.pvr,,,,,,,,,
432,SpawnerDudeDraculaBrawliwood,SpawnerDudeDraculaBrawliwood,,,,,,,,,SpawnerDudeTurretDracula,SpawnerPetDracula,,,,,,,,,,,,,mrp_count_pengula_tex.pvr,mrp_count_pengula_tex.pvr,mrp_count_pengula_tex.pvr,mrp_count_pengula_tex.pvr,,,,,,,,,
433,DuplicatorChola,DuplicatorChola,,BRAWLPASS,,,7,7,,,DuplicatorChola,,,,5000,149,,,EPIC,TID_CHOLLA_SKIN,TID_CHOLLA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,,,,,,,
434,4ef885e8233982730ee9251f8346a0ea843a8546,BallDefault,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,e149761d50424697c7a3c7b94a99d85da59e7c24,BallDefault,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,LNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,45f335e0e6258ff7ea857ed4e080ab20c03f7c32,BallDefault,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,cd4ea046e9752441fd9f32094207b64d5f5e41d6,BallDefault,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,LNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,DrillerGold,DrillerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_JACKY_SKIN,TID_TRUE_GOLD_JACKY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,jacky_gold_tex.pvr,jacky_gold_tex.pvr,jacky_gold_tex.pvr,jacky_gold_tex.pvr,,,,,,,,,
450,DrillerSilver,DrillerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_JACKY_SKIN,TID_TRUE_SILVER_JACKY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,jacky_silver_tex.pvr,jacky_silver_tex.pvr,jacky_silver_tex.pvr,jacky_silver_tex.pvr,,,,,,,,,
451,IceDudeGold,IceDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_LOU_SKIN,TID_TRUE_GOLD_LOU_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,lou_gold_tex.pvr,lou_gold_tex.pvr,lou_gold_tex.pvr,lou_gold_tex.pvr,,,,,,,,,
452,IceDudeSilver,IceDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_LOU_SKIN,TID_TRUE_SILVER_LOU_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,lou_silver_tex.pvr,lou_silver_tex.pvr,lou_silver_tex.pvr,lou_silver_tex.pvr,,,,,,,,,
453,ArtilleryDudeGold,ArtilleryDudeGold,,GOLD,,,,,,,ArtilleryDudeTurretTrueGold,ArtilleryDudeCoverDefault,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_PENNY_SKIN,TID_TRUE_GOLD_PENNY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,,,,,,,,,
454,ArtilleryDudeSilver,ArtilleryDudeSilver,,SILVER,,,,,,,ArtilleryDudeTurretTrueSilver,ArtilleryDudeCoverDefault,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_PENNY_SKIN,TID_TRUE_SILVER_PENNY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,,,,,,,,,
455,RosaGold,RosaGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_ROSA_SKIN,TID_TRUE_GOLD_ROSA_SKIN_SHOP,"MODEL,TEXTURE",,rosa_gold_materials.scw,,,,,,,,,,,,,
456,RosaSilver,RosaSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_ROSA_SKIN,TID_TRUE_SILVER_ROSA_SKIN_SHOP,"MODEL,TEXTURE",,rosa_silver_materials.scw,,,,,,,,,,,,,
457,SafeVoxel,SafeVoxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,CrossBomberVisionTowerDefault,CrossBomberVisionTowerDefault,,,,,,,,,,,,,,,,,,,,,,,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,,,,,,,,,
